algorithm,env,seed,alpha,gamma,eps_start,eps_end,eps_decay,eval_mean_return,eval_std_return,eval_mean_length,eval_success_rate
qlearning,FrozenLake-v1,1,0.1,0.99,1.0,0.05,0.995,0.735,0.4413332074521472,45.33,0.735
