algorithm,env,seed,alpha,gamma,eps_start,eps_end,eps_decay,eval_mean_return,eval_std_return,eval_mean_length,eval_success_rate
sarsa,Taxi-v3,0,0.1,0.99,1.0,0.05,0.995,8.035,2.644574634983857,12.965,1.0
