algorithm,env,seed,alpha,gamma,eps_start,eps_end,eps_decay,eval_mean_return,eval_std_return,eval_mean_length,eval_success_rate
sarsa,FrozenLake-v1,2,0.1,0.99,1.0,0.05,0.995,0.715,0.4514144437210666,40.785,0.715
